"","Results.reception.time","MD5.hash.of.participant.s.IP.address","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","Value","EventTime","hand","gender","age","native","lang","id.Ibex","id","Item","Condition","Target","NPTime","audiodur","EarlyStartMessage","TooSlowMessage","Comments"
"102",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",20,0,"experiment","NULL","Text","fix","Print",NA,1662562032556,"right","female","25","Tagalog","undefined","dave@hot.com","id",15,"Mismatch_Source",2,500,2000,"false","false","NULL"
"103",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",20,0,"experiment","NULL","Timer","fixtime","Start","Start",1662562032557,"right","female","25","Tagalog","undefined","dave@hot.com","id",15,"Mismatch_Source",2,500,2000,"false","false","NULL"
"104",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",20,0,"experiment","NULL","Timer","fixtime","End","End",1662562033564,"right","female","25","Tagalog","undefined","dave@hot.com","id",15,"Mismatch_Source",2,500,2000,"false","false","NULL"
"105",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",20,0,"experiment","NULL","MouseTracker","mouse","Click","646:520",1662562036481,"right","female","25","Tagalog","undefined","dave@hot.com","id",15,"Mismatch_Source",2,500,2000,"false","false","NULL"
"106",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",20,0,"experiment","NULL","MouseTracker","mouse","Click","1062:109",1662562037127,"right","female","25","Tagalog","undefined","dave@hot.com","id",15,"Mismatch_Source",2,500,2000,"false","false","NULL"
"107",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",20,0,"experiment","NULL","MouseTracker","mouse","Move","x646y520w1280h720t71+2+0t17+5-4t16+27-30t17+65-73t16+95-110t17+109-147t17+39-52t16+17-29t17+3-6t17+0-2t50+4-6t17+10-11t17+28-16t16+6-1t33+0+1t17+1+8t17+5+25t17+2+17t17+3+16t16+0+1t16+0+1t17-1+2t17-2+4t16-2+0t17+0+1t233-1+0t99-2+1t17-7+6t17-14+12t16-46+33t18-81+47t16-102+62t16-158+93t17-157+78t17-156+68t17-101+29t16-5+1t17+5+3",1662562036479,"right","female","25","Tagalog","undefined","dave@hot.com","id",15,"Mismatch_Source",2,500,2000,"false","false","NULL"
"108",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",20,0,"experiment","NULL","Selector","unnamed-Selector","Selection","2",1662562037126,"right","female","25","Tagalog","undefined","dave@hot.com","id",15,"Mismatch_Source",2,500,2000,"false","false","1;2"
"109",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",20,0,"experiment","NULL","PennController","19","_Trial_","End",1662562037526,"right","female","25","Tagalog","undefined","dave@hot.com","id",15,"Mismatch_Source",2,500,2000,"false","false","NULL"
"110",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",25,0,"experiment","NULL","PennController","24","_Trial_","Start",1662562037532,"right","female","25","Tagalog","undefined","dave@hot.com","id",20,"Mismatch_Source",2,500,2000,"false","false","NULL"
"111",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",25,0,"experiment","NULL","PennController","24","_Header_","Start",1662562037532,"right","female","25","Tagalog","undefined","dave@hot.com","id",20,"Mismatch_Source",2,500,2000,"false","false","NULL"
"112",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",25,0,"experiment","NULL","PennController","24","_Header_","End",1662562037534,"right","female","25","Tagalog","undefined","dave@hot.com","id",20,"Mismatch_Source",2,500,2000,"false","false","NULL"
"113",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",25,0,"experiment","NULL","Text","fix","Print",NA,1662562037537,"right","female","25","Tagalog","undefined","dave@hot.com","id",20,"Mismatch_Source",2,500,2000,"false","false","NULL"
"114",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",25,0,"experiment","NULL","Timer","fixtime","Start","Start",1662562037537,"right","female","25","Tagalog","undefined","dave@hot.com","id",20,"Mismatch_Source",2,500,2000,"false","false","NULL"
"115",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",25,0,"experiment","NULL","Timer","fixtime","End","End",1662562038540,"right","female","25","Tagalog","undefined","dave@hot.com","id",20,"Mismatch_Source",2,500,2000,"false","false","NULL"
"116",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",25,0,"experiment","NULL","MouseTracker","mouse","Click","649:524",1662562040908,"right","female","25","Tagalog","undefined","dave@hot.com","id",20,"Mismatch_Source",2,500,2000,"false","false","NULL"
"117",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",25,0,"experiment","NULL","MouseTracker","mouse","Move","x649y524w1280h720t6+0+0t100-6-6t16-7-8t17-14-19t17-16-19t17-65-73t16-99-101t17-130-102t17-104-55t17-58-20t16-9-3t17+1+2t17+6+7t28+14+15t4+1+1t17+1+0t34+0-1t17+1-2t16+5-2t17+9-1t16+27-1t17+28+2t17+12+4t16+2+0t67+2-1t16+0-1t33+0-1t17+0-1t34-4-2t16-4-1t17-13-3t16-3+0t51+0+1t17+0+1t16+2+1t17+7+1t16+4+0t17+7+0t16+1-1t17+1-3t17+0-3t16+0-3t17+0-1t16-1-2t17-6-3t17-1+0t17-1+2t16-1+5t17-4+10t17-1+5t33+2+1t16+3+1t17+2+0t150+0-1t17+0-1t16+0-1t17+0-1t66+2-4t17+3-4t17+1-2",1662562040907,"right","female","25","Tagalog","undefined","dave@hot.com","id",20,"Mismatch_Source",2,500,2000,"false","false","NULL"
"118",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",25,0,"experiment","NULL","Selector","unnamed-Selector","Selection","1",1662562042466,"right","female","25","Tagalog","undefined","dave@hot.com","id",20,"Mismatch_Source",2,500,2000,"false","false","1;2"
"119",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",25,0,"experiment","NULL","PennController","24","_Trial_","End",1662562042468,"right","female","25","Tagalog","undefined","dave@hot.com","id",20,"Mismatch_Source",2,500,2000,"false","false","NULL"
"120",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",27,0,"experiment","NULL","PennController","26","_Trial_","Start",1662562042471,"right","female","25","Tagalog","undefined","dave@hot.com","id",22,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"121",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",27,0,"experiment","NULL","PennController","26","_Header_","Start",1662562042471,"right","female","25","Tagalog","undefined","dave@hot.com","id",22,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"122",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",27,0,"experiment","NULL","PennController","26","_Header_","End",1662562042471,"right","female","25","Tagalog","undefined","dave@hot.com","id",22,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"123",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",27,0,"experiment","NULL","Text","fix","Print",NA,1662562042473,"right","female","25","Tagalog","undefined","dave@hot.com","id",22,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"124",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",27,0,"experiment","NULL","Timer","fixtime","Start","Start",1662562042473,"right","female","25","Tagalog","undefined","dave@hot.com","id",22,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"125",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",27,0,"experiment","NULL","Timer","fixtime","End","End",1662562043478,"right","female","25","Tagalog","undefined","dave@hot.com","id",22,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"126",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",27,0,"experiment","NULL","MouseTracker","mouse","Click","638:518",1662562044840,"right","female","25","Tagalog","undefined","dave@hot.com","id",22,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"127",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",27,0,"experiment","NULL","MouseTracker","mouse","Click","1051:90",1662562045543,"right","female","25","Tagalog","undefined","dave@hot.com","id",22,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"128",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",27,0,"experiment","NULL","MouseTracker","mouse","Move","x638y518w1280h720t104+2+0t17+20-11t16+58-35t17+202-125t17+124-79t16+62-41t17+21-21t16+4-18t17-6-26t17-17-30t17-14-19t17-6-7t17-4-3t16-1-1t17-1-1t16+0-1t17-2+0t16-2-1t17-2+0t17-2-1t17-1+0t16-4-2t17-4-2t16-3-2t17-4+0t49-1+0t17-3-1t17-3+0t66+0-1t84+0+0t216+0+1t33+0+1",1662562044839,"right","female","25","Tagalog","undefined","dave@hot.com","id",22,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"129",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",27,0,"experiment","NULL","Selector","unnamed-Selector","Selection","2",1662562045542,"right","female","25","Tagalog","undefined","dave@hot.com","id",22,"Mismatch_noSource",1,500,2000,"false","false","1;2"
"130",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",27,0,"experiment","NULL","PennController","26","_Trial_","End",1662562045886,"right","female","25","Tagalog","undefined","dave@hot.com","id",22,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"131",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",9,0,"experiment","NULL","PennController","8","_Trial_","Start",1662562045893,"right","female","25","Tagalog","undefined","dave@hot.com","id",4,"Match",1,500,2000,"false","false","NULL"
"132",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",9,0,"experiment","NULL","PennController","8","_Header_","Start",1662562045893,"right","female","25","Tagalog","undefined","dave@hot.com","id",4,"Match",1,500,2000,"false","false","NULL"
"133",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",9,0,"experiment","NULL","PennController","8","_Header_","End",1662562045893,"right","female","25","Tagalog","undefined","dave@hot.com","id",4,"Match",1,500,2000,"false","false","NULL"
"134",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",9,0,"experiment","NULL","Text","fix","Print",NA,1662562045896,"right","female","25","Tagalog","undefined","dave@hot.com","id",4,"Match",1,500,2000,"false","false","NULL"
"135",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",9,0,"experiment","NULL","Timer","fixtime","Start","Start",1662562045897,"right","female","25","Tagalog","undefined","dave@hot.com","id",4,"Match",1,500,2000,"false","false","NULL"
"136",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",9,0,"experiment","NULL","Timer","fixtime","End","End",1662562046900,"right","female","25","Tagalog","undefined","dave@hot.com","id",4,"Match",1,500,2000,"false","false","NULL"
"137",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",9,0,"experiment","NULL","MouseTracker","mouse","Click","634:526",1662562049628,"right","female","25","Tagalog","undefined","dave@hot.com","id",4,"Match",1,500,2000,"false","false","NULL"
"138",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",9,0,"experiment","NULL","MouseTracker","mouse","Move","x634y526w1280h720t79+0+1t66+0-7t17-4-22t17-18-58t16-68-91t17-66-49t17-86-53t16-84-59t17-51-40t17-26-22t17-5-6t33+0-1t17+0-1t16+0-1t17+2-1t50+10-20t17+3-2t16+1+0t33+7+0t17+9+2",1662562049627,"right","female","25","Tagalog","undefined","dave@hot.com","id",4,"Match",1,500,2000,"false","false","NULL"
"139",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",9,0,"experiment","NULL","Selector","unnamed-Selector","Selection","1",1662562050464,"right","female","25","Tagalog","undefined","dave@hot.com","id",4,"Match",1,500,2000,"false","false","1;2"
"140",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",9,0,"experiment","NULL","PennController","8","_Trial_","End",1662562050466,"right","female","25","Tagalog","undefined","dave@hot.com","id",4,"Match",1,500,2000,"false","false","NULL"
"141",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",24,0,"experiment","NULL","PennController","23","_Trial_","Start",1662562050468,"right","female","25","Tagalog","undefined","dave@hot.com","id",19,"Mismatch_Source",2,500,2000,"false","false","NULL"
"142",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",24,0,"experiment","NULL","PennController","23","_Header_","Start",1662562050468,"right","female","25","Tagalog","undefined","dave@hot.com","id",19,"Mismatch_Source",2,500,2000,"false","false","NULL"
"143",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",24,0,"experiment","NULL","PennController","23","_Header_","End",1662562050469,"right","female","25","Tagalog","undefined","dave@hot.com","id",19,"Mismatch_Source",2,500,2000,"false","false","NULL"
"144",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",24,0,"experiment","NULL","Text","fix","Print",NA,1662562050470,"right","female","25","Tagalog","undefined","dave@hot.com","id",19,"Mismatch_Source",2,500,2000,"false","false","NULL"
"145",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",24,0,"experiment","NULL","Timer","fixtime","Start","Start",1662562050470,"right","female","25","Tagalog","undefined","dave@hot.com","id",19,"Mismatch_Source",2,500,2000,"false","false","NULL"
"146",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",24,0,"experiment","NULL","Timer","fixtime","End","End",1662562051472,"right","female","25","Tagalog","undefined","dave@hot.com","id",19,"Mismatch_Source",2,500,2000,"false","false","NULL"
"147",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",24,0,"experiment","NULL","MouseTracker","mouse","Click","638:524",1662562053303,"right","female","25","Tagalog","undefined","dave@hot.com","id",19,"Mismatch_Source",2,500,2000,"false","false","NULL"
"148",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",24,0,"experiment","NULL","MouseTracker","mouse","Move","x638y524w1280h720t101+12-9t16+22-25t17+24-34t17+22-47t17+10-30t17+6-23t16+0-28t16-2-8t17-2-8t117+0-1t33-4-7t17-12-18t17-15-20t16-6-6t16-3-4t34+2+0t17+4+0t16+2+0t17+1+0t17+1+0t50+0+2t16+0+2t16+1+0t117+0+1t100+1+0t17+4-3t16+6-3t17+3-1t16+2-1t284-1+0t17+0+1t466+4-1t17+66-19t16+92-25t17+67-17t16+68-21t17+41-17t17+9-7t17+3-5t17+1-2t48+1-2t17+2-5t17+5-7t17+5-8t17+15-17t17+17-15t17+11-11t16+1-1t33-2+0t22-7+12t15-8+13t20-1+1t9-1+2t17-7+4t17-16+9t16-11+7t17-11+6t17-1+2",1662562053302,"right","female","25","Tagalog","undefined","dave@hot.com","id",19,"Mismatch_Source",2,500,2000,"false","false","NULL"
"149",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",24,0,"experiment","NULL","Selector","unnamed-Selector","Selection","2",1662562055606,"right","female","25","Tagalog","undefined","dave@hot.com","id",19,"Mismatch_Source",2,500,2000,"false","false","1;2"
"150",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",24,0,"experiment","NULL","PennController","23","_Trial_","End",1662562055608,"right","female","25","Tagalog","undefined","dave@hot.com","id",19,"Mismatch_Source",2,500,2000,"false","false","NULL"
"151",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",19,0,"experiment","NULL","PennController","18","_Trial_","Start",1662562055611,"right","female","25","Tagalog","undefined","dave@hot.com","id",14,"Mismatch_Source",2,500,2000,"false","false","NULL"
"152",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",19,0,"experiment","NULL","PennController","18","_Header_","Start",1662562055611,"right","female","25","Tagalog","undefined","dave@hot.com","id",14,"Mismatch_Source",2,500,2000,"false","false","NULL"
"153",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",19,0,"experiment","NULL","PennController","18","_Header_","End",1662562055612,"right","female","25","Tagalog","undefined","dave@hot.com","id",14,"Mismatch_Source",2,500,2000,"false","false","NULL"
"154",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",19,0,"experiment","NULL","Text","fix","Print",NA,1662562055613,"right","female","25","Tagalog","undefined","dave@hot.com","id",14,"Mismatch_Source",2,500,2000,"false","false","NULL"
"155",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",19,0,"experiment","NULL","Timer","fixtime","Start","Start",1662562055613,"right","female","25","Tagalog","undefined","dave@hot.com","id",14,"Mismatch_Source",2,500,2000,"false","false","NULL"
"156",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",19,0,"experiment","NULL","Timer","fixtime","End","End",1662562056617,"right","female","25","Tagalog","undefined","dave@hot.com","id",14,"Mismatch_Source",2,500,2000,"false","false","NULL"
"157",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",19,0,"experiment","NULL","MouseTracker","mouse","Click","646:526",1662562058994,"right","female","25","Tagalog","undefined","dave@hot.com","id",14,"Mismatch_Source",2,500,2000,"false","false","NULL"
"158",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",19,0,"experiment","NULL","MouseTracker","mouse","Move","x646y526w1280h720t106+1+0t16+9-6t17+20-16t16+20-15t16+79-65t18+70-62t16+91-78t17+67-53t16+27-26t17+6-12t18+5-13t16+3-7t16+17-21t17+5-6t17+0-4t83+0-4t17+0-11t16+0-9t17-1-2t50-1+0t49+0-4t17+0-1t67+0+2t16+0+1t67+0+0t89+0+1t29-1+0t15-1+1t17+0+2t17-2+2t16-5+5t18-5+7t15-6+8t17-2+2t50+0+1t150+0-1t17+0-12t19+0-18t14-1-5t17-1-3t299+0+0t51+0-1",1662562058993,"right","female","25","Tagalog","undefined","dave@hot.com","id",14,"Mismatch_Source",2,500,2000,"false","false","NULL"
"159",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",19,0,"experiment","NULL","Selector","unnamed-Selector","Selection","2",1662562060582,"right","female","25","Tagalog","undefined","dave@hot.com","id",14,"Mismatch_Source",2,500,2000,"false","false","1;2"
"160",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",19,0,"experiment","NULL","PennController","18","_Trial_","End",1662562060584,"right","female","25","Tagalog","undefined","dave@hot.com","id",14,"Mismatch_Source",2,500,2000,"false","false","NULL"
"161",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",28,0,"experiment","NULL","PennController","27","_Trial_","Start",1662562060587,"right","female","25","Tagalog","undefined","dave@hot.com","id",23,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"162",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",28,0,"experiment","NULL","PennController","27","_Header_","Start",1662562060587,"right","female","25","Tagalog","undefined","dave@hot.com","id",23,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"163",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",28,0,"experiment","NULL","PennController","27","_Header_","End",1662562060588,"right","female","25","Tagalog","undefined","dave@hot.com","id",23,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"164",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",28,0,"experiment","NULL","Text","fix","Print",NA,1662562060589,"right","female","25","Tagalog","undefined","dave@hot.com","id",23,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"165",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",28,0,"experiment","NULL","Timer","fixtime","Start","Start",1662562060589,"right","female","25","Tagalog","undefined","dave@hot.com","id",23,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"166",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",28,0,"experiment","NULL","Timer","fixtime","End","End",1662562061590,"right","female","25","Tagalog","undefined","dave@hot.com","id",23,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"167",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",28,0,"experiment","NULL","MouseTracker","mouse","Click","635:515",1662562063272,"right","female","25","Tagalog","undefined","dave@hot.com","id",23,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"168",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",28,0,"experiment","NULL","MouseTracker","mouse","Click","252:133",1662562063951,"right","female","25","Tagalog","undefined","dave@hot.com","id",23,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"169",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",28,0,"experiment","NULL","MouseTracker","mouse","Move","x635y515w1280h720t41+0-1t16+0-10t17-3-34t17-13-51t16-26-65t17-39-74t17-75-99t16-45-49t17-23-18t16-15-10t17-2+0t84-1+0t33-12+0t16-5+5t17-15+12t17-13+9t17-21+4t16-7+1t16-62+0t17-6+0t150+0-1t50+0+0t33+0-1t33+0+0",1662562063271,"right","female","25","Tagalog","undefined","dave@hot.com","id",23,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"170",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",28,0,"experiment","NULL","Selector","unnamed-Selector","Selection","1",1662562063950,"right","female","25","Tagalog","undefined","dave@hot.com","id",23,"Mismatch_noSource",1,500,2000,"false","false","1;2"
"171",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",28,0,"experiment","NULL","PennController","27","_Trial_","End",1662562064066,"right","female","25","Tagalog","undefined","dave@hot.com","id",23,"Mismatch_noSource",1,500,2000,"false","false","NULL"
"172",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",15,0,"experiment","NULL","PennController","14","_Trial_","Start",1662562064071,"right","female","25","Tagalog","undefined","dave@hot.com","id",10,"Match",1,500,2000,"false","false","NULL"
"173",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",15,0,"experiment","NULL","PennController","14","_Header_","Start",1662562064071,"right","female","25","Tagalog","undefined","dave@hot.com","id",10,"Match",1,500,2000,"false","false","NULL"
"174",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",15,0,"experiment","NULL","PennController","14","_Header_","End",1662562064072,"right","female","25","Tagalog","undefined","dave@hot.com","id",10,"Match",1,500,2000,"false","false","NULL"
"175",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",15,0,"experiment","NULL","Text","fix","Print",NA,1662562064074,"right","female","25","Tagalog","undefined","dave@hot.com","id",10,"Match",1,500,2000,"false","false","NULL"
"176",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",15,0,"experiment","NULL","Timer","fixtime","Start","Start",1662562064075,"right","female","25","Tagalog","undefined","dave@hot.com","id",10,"Match",1,500,2000,"false","false","NULL"
"177",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",15,0,"experiment","NULL","Timer","fixtime","End","End",1662562065080,"right","female","25","Tagalog","undefined","dave@hot.com","id",10,"Match",1,500,2000,"false","false","NULL"
"178",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",15,0,"experiment","NULL","MouseTracker","mouse","Click","635:519",1662562067418,"right","female","25","Tagalog","undefined","dave@hot.com","id",10,"Match",1,500,2000,"false","false","NULL"
"179",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",15,0,"experiment","NULL","MouseTracker","mouse","Click","270:100",1662562067971,"right","female","25","Tagalog","undefined","dave@hot.com","id",10,"Match",1,500,2000,"false","false","NULL"
"180",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",15,0,"experiment","NULL","MouseTracker","mouse","Move","x635y519w1280h720t91-5-4t17-16-19t16-46-70t17-46-77t16-50-69t17-46-51t17-56-48t19-41-29t15-13-8t16-2-2t51-1+0t16-8-4t33-22-23t17-7-7t17-4-4t16-2-2t50+0-1t16+0-1t301+0+1t16+6+8t16+22+29t17+30+41t17+54+67t16+56+64t17+52+62t17+31+34t16+11+12t100+0+1",1662562067417,"right","female","25","Tagalog","undefined","dave@hot.com","id",10,"Match",1,500,2000,"false","false","NULL"
"181",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",15,0,"experiment","NULL","Selector","unnamed-Selector","Selection","1",1662562067971,"right","female","25","Tagalog","undefined","dave@hot.com","id",10,"Match",1,500,2000,"false","false","1;2"
"182",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",15,0,"experiment","NULL","PennController","14","_Trial_","End",1662562068466,"right","female","25","Tagalog","undefined","dave@hot.com","id",10,"Match",1,500,2000,"false","false","NULL"
"183",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",11,0,"experiment","NULL","PennController","10","_Trial_","Start",1662562068470,"right","female","25","Tagalog","undefined","dave@hot.com","id",6,"Match",1,500,2000,"false","false","NULL"
"184",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",11,0,"experiment","NULL","PennController","10","_Header_","Start",1662562068470,"right","female","25","Tagalog","undefined","dave@hot.com","id",6,"Match",1,500,2000,"false","false","NULL"
"185",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",11,0,"experiment","NULL","PennController","10","_Header_","End",1662562068471,"right","female","25","Tagalog","undefined","dave@hot.com","id",6,"Match",1,500,2000,"false","false","NULL"
"186",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",11,0,"experiment","NULL","Text","fix","Print",NA,1662562068474,"right","female","25","Tagalog","undefined","dave@hot.com","id",6,"Match",1,500,2000,"false","false","NULL"
"187",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",11,0,"experiment","NULL","Timer","fixtime","Start","Start",1662562068474,"right","female","25","Tagalog","undefined","dave@hot.com","id",6,"Match",1,500,2000,"false","false","NULL"
"188",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",11,0,"experiment","NULL","Timer","fixtime","End","End",1662562069480,"right","female","25","Tagalog","undefined","dave@hot.com","id",6,"Match",1,500,2000,"false","false","NULL"
"189",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",11,0,"experiment","NULL","MouseTracker","mouse","Click","640:523",1662562070683,"right","female","25","Tagalog","undefined","dave@hot.com","id",6,"Match",1,500,2000,"false","false","NULL"
"190",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",11,0,"experiment","NULL","MouseTracker","mouse","Click","1038:111",1662562071425,"right","female","25","Tagalog","undefined","dave@hot.com","id",6,"Match",1,500,2000,"false","false","NULL"
"191",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",11,0,"experiment","NULL","MouseTracker","mouse","Move","x640y523w1280h720t91+0-1t17+5-6t16+29-30t17+98-85t16+106-77t17+83-65t17+57-62t17+25-41t16+16-46t17+6-30t17+4-15t16+6-14t17+6-13t16+2-4t17+1-1t17+3-3t17+3-3t16+0-1t34-2+0t16-19+20t17-15+22t16-7+23t17-3+8t17-1+2t16-1+3t17-2+5t17-2+3t166+0-1t66+0+0t184-1+0",1662562070681,"right","female","25","Tagalog","undefined","dave@hot.com","id",6,"Match",1,500,2000,"false","false","NULL"
"192",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",11,0,"experiment","NULL","Selector","unnamed-Selector","Selection","2",1662562071424,"right","female","25","Tagalog","undefined","dave@hot.com","id",6,"Match",1,500,2000,"false","false","1;2"
"193",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",11,0,"experiment","NULL","PennController","10","_Trial_","End",1662562071646,"right","female","25","Tagalog","undefined","dave@hot.com","id",6,"Match",1,500,2000,"false","false","NULL"
"194",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",6,0,"experiment","NULL","PennController","5","_Trial_","Start",1662562071652,"right","female","25","Tagalog","undefined","dave@hot.com","id",1,"Match",1,500,2000,"false","false","NULL"
"195",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",6,0,"experiment","NULL","PennController","5","_Header_","Start",1662562071652,"right","female","25","Tagalog","undefined","dave@hot.com","id",1,"Match",1,500,2000,"false","false","NULL"
"196",1662562112,"24ae8b75adc31d600dd6744475ea87bf","PennController",6,0,"experiment","NULL","PennController","5","_Header_","End",1662562071654,"right","female","25","Tagalog","undefined","dave@hot.com","id",1,"Match",1,500,2000,"false","false","NULL"
